,,,,,,,,,,,
,,,,Date,Day,Petrol Price,Diesel Price,Dollar Value,Oil Barrel,Barrel Cost,Moving Avg
,,,,16 Jul 18,Monday,79.76,72.28,68.5486,68.06,4665.417716,4797.82505975
,,,,17 Jul 18,Tuesday,79.76,72.28,68.3624,68.08,4654.112192,4745.3973955
,,,,18 Jul 18,Wednesday,79.76,72.28,68.625,68.76,4718.655,4714.57442175
,,,,19 Jul 18,Thursday,79.76,72.19,68.9453,69.46,4788.940538,4706.7813615
,,,,20 Jul 18,Friday,79.59,72.06,68.745,70.46,4843.7727,4751.3701075
,,,,21 Jul 18,Saturday,79.43,71.9,68.747,70.27,4830.85169,4795.554982
,,,,22 Jul 18,Sunday,79.35,71.79,68.7415,70.08,4817.40432,4820.242312
,,,,23 Jul 18,Monday,79.25,71.7,68.9449,67.89,4680.669261,4793.17449275
,,,,24 Jul 18,Tuesday,79.18,71.59,68.9486,68.52,4724.358072,4763.32083575
,,,,25 Jul 18,Wednesday,79.18,71.59,68.7316,69.3,4763.09988,4746.38288325
,,,,26 Jul 18,Thursday,79.18,71.59,68.7474,69.61,4785.506514,4738.40843175
,,,,27 Jul 18,Friday,79.18,71.52,68.6249,68.69,4713.844381,4746.70221175
,,,,28 Jul 18,Saturday,79.11,71.41,68.6249,68.84,4724.138116,4746.64722275
,,,,29 Jul 18,Sunday,79.11,71.41,68.6214,68.99,4734.190386,4739.41984925
,,,,30 Jul 18,Monday,79.21,71.55,68.6955,70.13,4817.615415,4747.4470745
,,,,31 Jul 18,Tuesday,79.26,71.62,68.4905,68.76,4709.40678,4746.33767425
,,,,1 Aug 18,Wednesday,79.26,71.62,68.336,67.66,4623.61376,4721.20658525
,,,,2 Aug 18,Thursday,79.39,71.74,68.5543,68.96,4727.504528,4719.53512075
,,,,3 Aug 18,Friday,79.47,71.84,68.515,68.49,4692.59235,4688.2793545
,,,,4 Aug 18,Saturday,79.68,72.03,68.515,68.66,4704.2399,4686.9876345
,,,,5 Aug 18,Sunday,79.83,72.16,68.5169,68.83,4716.018227,4710.08875125
,,,,6 Aug 18,Monday,79.96,72.29,68.8183,69.01,4749.150883,4715.50034
,,,,7 Aug 18,Tuesday,80.11,72.35,68.6061,69.17,4745.483937,4728.72323675
,,,,8 Aug 18,Wednesday,80.06,72.35,68.4645,66.94,4583.01363,4698.41666925
,,,,9 Aug 18,Thursday,80.05,72.35,68.8639,66.81,4600.797159,4669.61140225
,,,,10 Aug 18,Friday,80.13,72.43,69.0945,67.63,4672.861035,4650.53894025
,,,,11 Aug 18,Saturday,80.23,72.57,69.0945,67.49,4663.187805,4629.96490725
,,,,12 Aug 18,Sunday,80.23,72.64,69.0905,67.35,4653.245175,4647.5227935
,,,,13 Aug 18,Monday,80.14,72.59,69.955,67.2,4700.976,4672.56750375
,,,,14 Aug 18,Tuesday,80.14,72.59,69.9602,67.04,4690.131808,4676.885197
,,,,15 Aug 18,Wednesday,80.14,72.59,70.2781,65.01,4568.779281,4653.283066
,,,,16 Aug 18,Thursday,80.14,72.65,70.0138,65.46,4583.103348,4635.74760925
,,,,17 Aug 18,Friday,80.19,72.74,69.7951,65.91,4600.195041,4610.5523695
,,,,18 Aug 18,Saturday,80.2,72.74,69.7951,66.08,4612.060208,4591.0344695
,,,,19 Aug 18,Sunday,80.4,72.8,69.8295,66.25,4626.204375,4605.390743
,,,,20 Aug 18,Monday,80.5,72.93,69.7633,66.43,4634.376019,4618.20891075
,,,,21 Aug 18,Tuesday,80.59,72.99,69.8126,67.35,4701.87861,4643.629803
,,,,22 Aug 18,Wednesday,80.59,72.99,69.7988,67.86,4736.546568,4674.751393
,,,,23 Aug 18,Thursday,80.59,72.99,70.2874,67.83,4767.594342,4710.09888475
,,,,24 Aug 18,Friday,80.69,73.08,69.7753,68.72,4794.958616,4750.244534
,,,,25 Aug 18,Saturday,80.7,73.08,69.7753,68.77,4798.447381,4774.38672675
,,,,26 Aug 18,Sunday,80.8,73.23,69.7745,68.82,4801.88109,4790.72035725
,,,,27 Aug 18,Monday,80.94,73.38,69.955,68.87,4817.80085,4803.27198425
,,,,28 Aug 18,Tuesday,81.09,73.54,70.2644,68.53,4815.219332,4808.33716325
,,,,29 Aug 18,Wednesday,81.22,73.69,70.6076,69.51,4907.934276,4835.708887
,,,,30 Aug 18,Thursday,81.35,73.88,71.065,70.25,4992.31625,4883.317677
,,,,31 Aug 18,Friday,81.58,74.18,70.8701,69.8,4946.73298,4915.5507095
,,,,1 Sep 18,Saturday,81.77,74.41,70.8701,69.9,4953.81999,4950.200874
,,,,2 Sep 18,Sunday,81.92,74.77,71.0029,69.92,4964.522768,4964.347997
,,,,3 Sep 18,Monday,82.24,75.19,71.1524,70.12,4989.206288,4963.5705065
,,,,4 Sep 18,Tuesday,82.41,75.39,71.5866,69.87,5001.755742,4977.326197
,,,,5 Sep 18,Wednesday,82.41,75.39,71.757,68.72,4931.14104,4971.6564595
,,,,6 Sep 18,Thursday,82.62,75.61,71.9432,67.77,4875.590664,4949.4234335
,,,,7 Sep 18,Friday,83.13,76.17,72.1035,67.75,4885.012125,4923.37489275
,,,,8 Sep 18,Saturday,83.54,76.64,72.1033,70.95,5115.729135,4951.868241
,,,,9 Sep 18,Sunday,83.66,76.75,72.1041,74.15,5346.519015,5055.71273475
,,,,10 Sep 18,Monday,83.91,76.98,72.5755,77.37,5615.166435,5240.6066775
,,,,11 Sep 18,Tuesday,84.05,77.13,72.6584,79.06,5744.373104,5455.44692225
